klyuch_vina,hozyaistvo,vino,istochnik,shkala,ball,vyborka,vyborka_nizhnyaya_granica,god,konkurs_god,ogovorka,stranica,sobrano
breg-grasac,Breg,Grašac,decanter,100,88,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 773219",2026-08-28
deuric-gorska-tamjanika,Deurić,Gorska Tamjanika,decanter,100,90,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 768585",2026-08-28
breg-tamjanika,Breg,Tamjanika,decanter,100,89,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 773275",2026-08-28
matalj-terasa-sauvignon-blanc,Matalj,Terasa Sauvignon Blanc,decanter,100,89,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 768166",2026-08-28
grumen-morava,Vinarija Grumen,Morava,decanter,100,89,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 771876",2026-08-28
frug-grasac,Vinarija Frug,Grašac,decanter,100,87,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 772830",2026-08-28
aleksic-zuti-cvet-tamjanica,Aleksić,Zuti Cvet Tamjanica,decanter,100,87,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 773097",2026-08-28
frug-sauvignon-blanc,Vinarija Frug,Sauvignon Blanc,decanter,100,90,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 772418",2026-08-28
gora-grasac,Gora,Grašac,decanter,100,90,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 772385",2026-08-28
gora-white-blend,Gora,White Blend,decanter,100,88,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 772407",2026-08-28
mira-la-baba-morava,Vinarija Mira,La Baba Morava,decanter,100,88,,False,2024,2025,,"awards.decanter.com, DWWA 2025, вино 769318",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,92,,False,2019,2025,,"awards.decanter.com, DWWA 2025, вино 765140",2026-08-28
chichateau-fabula-lagum-cabernet-sauvignon-cabernet-franc-merlot,Chichateau,Fabula Lagum Cabernet Sauvignon-Cabernet Franc-Merlot,decanter,100,90,,False,2019,2025,,"awards.decanter.com, DWWA 2025, вино 772801",2026-08-28
deuric-aksiom,Deurić,Aksiom,decanter,100,90,,False,2019,2025,,"awards.decanter.com, DWWA 2025, вино 768384",2026-08-28
deuric-pinot-noir,Deurić,Pinot Noir,decanter,100,89,,False,2018,2025,,"awards.decanter.com, DWWA 2025, вино 768600",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,88,,False,2018,2025,,"awards.decanter.com, DWWA 2025, вино 765148",2026-08-28
despotika-krunski-dokaz,Despotika,Krunski Dokaz,decanter,100,95,,False,2017,2025,,"awards.decanter.com, DWWA 2025, вино 772018",2026-08-28
tarpos-merlot,Tarpoš,Merlot,decanter,100,87,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 771692",2026-08-28
despotika-dokaz-cabernet-sauvignon,Despotika,Dokaz Cabernet Sauvignon,decanter,100,88,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 772013",2026-08-28
jovac-stella-noir,Vinarija Jovac,Stella Noir,decanter,100,95,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 773577",2026-08-28
chateau-prince-premium-shiraz,Château Prince,Premium Shiraz,decanter,100,86,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 762099",2026-08-28
veritas-cukovic-cuk-cuvee,Veritas Ćuković,Cuk Cuvée,decanter,100,88,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 773645",2026-08-28
veritas-cukovic-momentum,Veritas Ćuković,Momentum,decanter,100,88,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 773655",2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,decanter,100,87,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 788348",2026-08-28
matalj-bukovski-cuvee,Matalj,Bukovski Cuvée,decanter,100,95,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 768168",2026-08-28
aleksic-kardas-cabernet-sauvignon,Aleksić,Kardas Cabernet Sauvignon,decanter,100,92,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 773096",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,100,90,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 765139",2026-08-28
jovac-cabernet-sauvignon,Vinarija Jovac,Cabernet Sauvignon,decanter,100,92,,False,2020,2026,,"awards.decanter.com, DWWA 2026, вино 790647",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,86,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 765141",2026-08-28
erdevik-grand-trianon,Erdevik,Grand Trianon,decanter,100,90,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 764832",2026-08-28
erdevik-stiflers-mom-shiraz,Erdevik,Stiflers Mom Shiraz,decanter,100,94,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 764834",2026-08-28
erdevik-marlon-delon-cabernet-sauvignon-merlot,Erdevik,Marlon Delon Cabernet Sauvignon-Merlot,decanter,100,88,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 764835",2026-08-28
komuna-rara-avis,Vinarija Komuna,Rara Avis,decanter,100,91,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 773131",2026-08-28
doja-breg-cabernet-sauvignon,Doja,Breg Cabernet Sauvignon,decanter,100,87,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 770595",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,87,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 771113",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,100,91,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 771114",2026-08-28
nikolich-neuzinsky-monah-cabernet-franc-merlot,Николић Неyзински (Nikolićh Neuzinsky),Monah Cabernet Franc-Merlot,decanter,100,90,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 772108",2026-08-28
vincic-grand-fru,Vinčić,Grand Fru,decanter,100,91,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 773243",2026-08-28
despotika-barik-morava,Despotika,Barik Morava,decanter,100,93,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 771994",2026-08-28
frug-signum-chardonnay,Vinarija Frug,Signum Chardonnay,decanter,100,90,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 789455",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,decanter,100,91,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772489",2026-08-28
bikicki-skins,Bikicki,Skins,decanter,100,88,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772491",2026-08-28
bikicki-cu,Bikicki,Cu,decanter,100,87,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772495",2026-08-28
dragic-beli-biser,Драгић Винарија (Vina Dragic),Beli Biser,decanter,100,91,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 771664",2026-08-28
atelje-sapat-cuvee,Šapat,Cuvée,decanter,100,94,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772831",2026-08-28
atelje-sapat-atila-cabernet-sauvignon,Šapat,Atila Cabernet Sauvignon,decanter,100,89,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772833",2026-08-28
atelje-sapat-terol-teroldego,Šapat,Terol Teroldego,decanter,100,90,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772836",2026-08-28
matalj-kremen,Matalj,Kremen,decanter,100,88,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 761756",2026-08-28
frug-signum-syrah,Vinarija Frug,Signum Syrah,decanter,100,91,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 789498",2026-08-28
anjino-suton-merlot,Pr Anjino Vino,Suton Merlot,decanter,100,87,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 762133",2026-08-28
frug-cuvee,Vinarija Frug,Cuvée,decanter,100,92,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 772835",2026-08-28
deuric-aksiom,Deurić,Aksiom,decanter,100,93,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 787724",2026-08-28
chichateau-chardonnay,Chichateau,Chardonnay,decanter,100,88,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 772804",2026-08-28
tarpos-chardonnay-extra-brut,Tarpoš,Chardonnay Extra Brut,decanter,100,95,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789136",2026-08-28
aleksic-zuti-cvet-extra-brut,Aleksić,Zuti Cvet Extra Brut,decanter,100,88,,False,2022,2025,,"awards.decanter.com, DWWA 2025, вино 773136",2026-08-28
zvonko-bogdan-eclater-blanc-de-blancs-extra-brut,Zvonko Bogdan,Eclater Blanc De Blancs Extra Brut,decanter,100,89,,False,2020,2025,,"awards.decanter.com, DWWA 2025, вино 774741",2026-08-28
la-grande-bellezza-blanc-de-blancs-extra-brut,La Grande Bellezza,Blanc De Blancs Extra Brut,decanter,100,87,,False,2021,2025,,"awards.decanter.com, DWWA 2025, вино 764830",2026-08-28
aleksandrovic-trijumf-rose-brut,Aleksandrović,Trijumf Rosé Brut,decanter,100,90,,False,2019,2025,,"awards.decanter.com, DWWA 2025, вино 765138",2026-08-28
rajic-prokupac,Vinarija Rajić,Prokupac,decanter,100,88,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790975",2026-08-28
zvonko-bogdan-cuvee-no-1,Zvonko Bogdan,Cuvée No. 1,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 787966",2026-08-28
gnezdo-kadarka,Vinarija Gnezdo,Kadarka,decanter,100,90,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 789006",2026-08-28
dragic-crni-biser,Драгић Винарија (Vina Dragic),Crni Biser,decanter,100,86,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790272",2026-08-28
chateau-prince-charm-chardonnay-morava,Château Prince,Charm Chardonnay-Morava,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 779199",2026-08-28
virtus-credo,Virtus,Credo,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790252",2026-08-28
gnezdo-krokan-muskat,Vinarija Gnezdo,Krokan Muskat,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 789002",2026-08-28
zvonko-bogdan-icon-campana-albus,Zvonko Bogdan,Icon Campana Albus,decanter,100,90,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 787969",2026-08-28
stankovic-chardonnay,Vinarija Stanković,Chardonnay,decanter,100,91,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 786851",2026-08-28
trasko-edicion-limitada-bagrina,Traško Vinarija,Edición Limitada Bagrina,decanter,100,92,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 788105",2026-08-28
natural-grape-concept-tamjanika,Natural Grape Concept,Tamjanika,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 780356",2026-08-28
karic-adria,Karić Vinarija,Adria,decanter,100,90,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 785511",2026-08-28
milicevic-vladavina-riesling-grasac,Vinarija Milićević,Vladavina Riesling-Grašac,decanter,100,86,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 779149",2026-08-28
rajic-tamjanika,Vinarija Rajić,Tamjanika,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790974",2026-08-28
fleur-doranger-krokan-muskat,Vinarija Fleur D'Oranger,Krokan Muskat,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790590",2026-08-28
atelje-sapat-atila-chardonnay,Šapat,Atila Chardonnay,decanter,100,88,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790635",2026-08-28
marko-doajen-chardonnay,Marko,Doajen Chardonnay,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 789695",2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,decanter,100,93,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790262",2026-08-28
rajic-triva-souvignier-gris,Vinarija Rajić,Triva Souvignier Gris,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790798",2026-08-28
deuric-sauvignon-blanc,Deurić,Sauvignon Blanc,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 787734",2026-08-28
matalj-bagrina,Matalj,Bagrina,decanter,100,86,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 787244",2026-08-28
atelje-sapat-chardonnay,Šapat,Chardonnay,decanter,100,88,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790451",2026-08-28
gnezdo-belo,Vinarija Gnezdo,Belo,decanter,100,90,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 789003",2026-08-28
verkat-grasac-beli,Verkat,Grašac Beli,decanter,100,88,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790650",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,100,91,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 788542",2026-08-28
la-gora-lupo,La Gora,Lupo,decanter,100,89,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790313",2026-08-28
la-gora-bello,La Gora,Bello,decanter,100,88,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 790318",2026-08-28
frug-signum-chardonnay,Vinarija Frug,Signum Chardonnay,decanter,100,90,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 789486",2026-08-28
chichateau-chi-chardonnay,Chichateau,Chi Chardonnay,decanter,100,92,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 791020",2026-08-28
imperator-cargras,Vinarija Imperator,Cargraš,decanter,100,87,,False,2024,2026,,"awards.decanter.com, DWWA 2026, вино 779053",2026-08-28
imperator-gratianus-traminac,Vinarija Imperator,Gratianus Traminac,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 779060",2026-08-28
kovacevic-riesling,Kovačević,Riesling,decanter,100,91,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 790782",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,87,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 790245",2026-08-28
tarpos-cabernet-sauvignon,Tarpoš,Cabernet Sauvignon,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789137",2026-08-28
doja-prokupac,Doja,Prokupac,decanter,100,91,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 788351",2026-08-28
trisic-dimasid,Винарија Тришић (Vinarija Trišić),Dimasid,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789344",2026-08-28
trasko-fucking-fabulous-edicion-limitada,Traško Vinarija,Fucking Fabulous Edición Limitada,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 785313",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,decanter,100,97,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 787238",2026-08-28
veritas-cukovic-cuk,Veritas Ćuković,Ćuk,decanter,100,89,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 779079",2026-08-28
imperator-max,Vinarija Imperator,Max,decanter,100,89,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 779058",2026-08-28
eden-genesis,Vinarija Eden,Genesis,decanter,100,87,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789126",2026-08-28
matijasevic-tri-doline-merlot,Matijašević,Tri Doline Merlot,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789173",2026-08-28
chateau-prince-gospodar,Château Prince,Gospodar,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 778617",2026-08-28
frug-signum-cabernet-sauvignon,Vinarija Frug,Signum Cabernet Sauvignon,decanter,100,93,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 789515",2026-08-28
deuric-pinot-noir,Deurić,Pinot Noir,decanter,100,88,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 787737",2026-08-28
chichateau-fabula-lagum,Chichateau,Fabula Lagum,decanter,100,92,,False,2021,2026,,"awards.decanter.com, DWWA 2026, вино 790807",2026-08-28
frug-pinot-noir,Vinarija Frug,Pinot Noir,decanter,100,91,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 789489",2026-08-28
frug-signum-cuvee,Vinarija Frug,Signum Cuvée,decanter,100,87,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 789513",2026-08-28
mister-marselan,Mister,Marselan,decanter,100,87,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 790777",2026-08-28
atelje-sapat-atila-cabernet-sauvignon,Šapat,Atila Cabernet Sauvignon,decanter,100,89,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 790442",2026-08-28
veritas-cukovic-monte-karlovci,Veritas Ćuković,Monte Karlovci,decanter,100,90,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 779080",2026-08-28
trasko-fabulous-cabernet-sauvignon,Traško Vinarija,Fabulous Cabernet Sauvignon,decanter,100,88,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 785315",2026-08-28
trasko-fabulous-cabernet-franc,Traško Vinarija,Fabulous Cabernet Franc,decanter,100,89,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 785310",2026-08-28
matalj-bukovski-cuvee,Matalj,Bukovski Cuvée,decanter,100,91,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 785633",2026-08-28
aleksandrovic-kamenicarka-prokupac,Aleksandrović,Kameničarka Prokupac,decanter,100,97,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 785410",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,100,90,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 790268",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,100,95,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 787963",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,decanter,100,88,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 786005",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,87,,False,2022,2026,,"awards.decanter.com, DWWA 2026, вино 790249",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,100,91,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 787965",2026-08-28
rajic-monika,Vinarija Rajić,Monika,decanter,100,87,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790726",2026-08-28
atelje-sapat-nera,Šapat,Nera,decanter,100,90,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790638",2026-08-28
dragic-carski-drum-cabernet-franc,Драгић Винарија (Vina Dragic),Carski Drum Cabernet Franc,decanter,100,90,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790286",2026-08-28
lastar-sofijin-izbor-pinot-noir,Vinarija Lastar,Sofijin Izbor Pinot Noir,decanter,100,87,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 785454",2026-08-28
stankovic-cabernet-sauvignon,Vinarija Stanković,Cabernet Sauvignon,decanter,100,90,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 785457",2026-08-28
deuric-276-probus,Deurić,276 Probus,decanter,100,88,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 787728",2026-08-28
veritas-cukovic-momentum-mali,Veritas Ćuković,Momentum Mali,decanter,100,90,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 778977",2026-08-28
natural-grape-concept-prokupac,Natural Grape Concept,Prokupac,decanter,100,87,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 780355",2026-08-28
matalj-kremen,Matalj,Kremen,decanter,100,87,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 787241",2026-08-28
orlic-family-mmxxiii-shiraz,Орлић Породична Винарија - Orlić Family Winery,MMXXIII Shiraz,decanter,100,87,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 779090",2026-08-28
atelje-sapat-atila-cabernet-sauvignon,Šapat,Atila Cabernet Sauvignon,decanter,100,92,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790454",2026-08-28
atelje-sapat-cuvee,Šapat,Cuvée,decanter,100,89,,False,2023,2026,,"awards.decanter.com, DWWA 2026, вино 790641",2026-08-28
