klyuch_vina,hozyaistvo,vino,istochnik,shkala,ball,vyborka,vyborka_nizhnyaya_granica,god,konkurs_god,ogovorka,stranica,sobrano
kovacevic-edicija-s-aurelius,Kovačević,Edicija S Aurelius,wine-searcher,100,86,,False,,,,"wine-searcher, страница вина",2026-08-28
radovanovic-reserve-cabernet-sauvignon,Radovanović,Réserve Cabernet Sauvignon,wine-searcher,100,90,,False,,,,find/podrumi+radovanovic+cab+sauv+rsrv+sumadija+serbia,2026-08-28
erdevik-grand-trianon,Erdevik,Grand Trianon,wine-searcher,100,91,,False,,,,find/erdevik+grand+trianon+fruska+gora+vojvodina+serbia,2026-08-28
erdevik-marlon-delon-cabernet-sauvignon-merlot,Erdevik,Marlon Delon Cabernet Sauvignon-Merlot,wine-searcher,100,91,,False,,,,"wine-searcher, страница вина",2026-08-28
erdevik-trianon,Erdevik,Trianon,wine-searcher,100,89,,False,,,,find/erdevik+trianon+fruska+gora+vojvodina+serbia,2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,94,,False,2019,,,find/zvonko+bogdan+cuvee+no+one+subotica+vojvodina+serbia/2019,2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,93,,False,2017,,,"wine-searcher, страница вина",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,91,,False,2023,,,"wine-searcher, страница вина",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,90,,False,2022,,,"wine-searcher, страница вина",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,90,,False,2021,,,"wine-searcher, страница вина",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,wine-searcher,100,90,,False,2018,,,"wine-searcher, страница вина",2026-08-28
radovanovic-reserve-cabernet-sauvignon,Radovanović,Reserve Cabernet Sauvignon,tastings,100,91,,False,2013,,,tastings.com/Wine-Review/Radovanovic-2013-Reserve-Cabernet-Sauvignon-Sumadija-Serbia,2026-08-28
radovanovic-classique-cabernet-sauvignon,Radovanović,Classique Cabernet Sauvignon,tastings,100,90,,False,2015,,,tastings.com/Wine-Review/Radovanovic-2015-Classique-Cabernet-Sauvignon-Sumadija-Serbia,2026-08-28
deuric-aksiom-beli,Deurić,Aksiom Beli,falstaff,100,92,,False,2019,,,falstaff.com/en/wines/vinarija-deuric-2019-deuric-aksiom-beli,2026-08-28
kovacevic-aurelius-edicija-s,Kovačević,Aurelius Edicija S,falstaff,100,90,,False,2019,,,falstaff.com/en/wines/vinarija-kovacevic-2019-kovacevic-aurelius-edicija-s,2026-08-28
maurer-kadarka-1880-натуральное,Maurer,Kadarka 1880 (натуральное),falstaff,100,95,,False,2021,,,falstaff.com/en/wines/oszkar-maurer-2021-kadarka-1880-natural-wine-1,2026-08-28
ivanovic-no-1-2,Ivanović,No 1/2,vino.rs,100,94,,False,2019,,,vino.rs/blog/zoran-rapajic/item/5626 · Зоран Рапајић,2026-08-28
chichateau-chi-chardonnay,Chichateau,Chi Chardonnay,falstaff,100,95,,False,2018,,,"falstaff, список белых",2026-08-28
temet-tri-morave-belo-reserve,Temet,Tri Morave Belo Reserve,falstaff,100,95,,False,2018,,,"falstaff, список белых",2026-08-28
matalj-kremen-kamen-cabernet-sauvignon,Matalj,Kremen Kamen Cabernet Sauvignon,falstaff,100,95,,False,2016,,,"falstaff, список красных",2026-08-28
matijasevic-sovinoa-fume-blanc,Matijašević,SoviNoa Fumé Blanc,falstaff,100,94,,False,2020,,,"falstaff, список белых",2026-08-28
temet-tri-morave-crveno-reserve,Temet,Tri Morave Crveno Reserve,falstaff,100,94,,False,2019,,,"falstaff, список красных",2026-08-28
matijasevic-sovinoa-sauvignon-blanc,Matijašević,SoviNoa Sauvignon Blanc,falstaff,100,93,,False,2021,,,"falstaff, список белых",2026-08-28
aleksandrovic-trijumf-selection-sauvignon-blanc,Aleksandrović,Trijumf Selection Sauvignon Blanc,falstaff,100,93,,False,2021,,,"falstaff, список белых",2026-08-28
molovin-inat-frankovka,Molovin,Inat Frankovka,falstaff,100,93,,False,2019,,,"falstaff, список красных",2026-08-28
bjelica-graffiti,Bjelica,Graffiti,falstaff,100,93,,False,2018,,,"falstaff, список красных",2026-08-28
despotika-zmajeviti-prokupac,Despotika,Zmajeviti Prokupac,falstaff,100,91,,False,,,,falstaff.com/en/wines/despotika-winery-zmajeviti-prokupac · Peter Moser,2026-08-28
despotika-nemir-rose,Despotika,Nemir rosé,falstaff,100,89,,False,2024,,,"falstaff, список розе",2026-08-28
despotika-dodir-tamjanika,Despotika,Dodir Tamjanika,falstaff,100,89,,False,2022,,,falstaff,2026-08-28
erdevik-grand-trianon-deux-mers,Erdevik,Grand Trianon Deux Mers,falstaff,100,92,,False,2016,,,falstaff.com/en/wines/vinarija-erdevik-2016-grand-trianon-deux-mers,2026-08-28
bikicki-sfera-noir-натуральное,Bikicki,Sfera Noir (натуральное),falstaff,100,92,,False,2021,,,falstaff.com/de/weine/bikicki-2021-sfera-noir-natural-wine · Peter Moser,2026-08-28
aleksic-biser-extra-brut,Aleksić,Biser Extra Brut,falstaff,100,91,,False,2016,,,falstaff.com/en/wines/aleksic-vinarija-2016-vinarija-aleksic-biser-extra-brut,2026-08-28
deuric-the-brut,Deurić,The Brut,falstaff,100,92,,False,2018,,,falstaff.com/de/weine/vinarija-deuric-2018-deuric-the-brut,2026-08-28
aleksic-kardas-limited,Aleksić,Kardaš Limited,decanter,100,88,,False,2011,2016,,"awards.decanter.com, DWWA 2016, вино 547704",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,100,86,,False,2015,2016,,"awards.decanter.com, DWWA 2016, вино 545479",2026-08-28
aleksandrovic-trijumf-barrique,Aleksandrović,Trijumf Barrique,decanter,100,90,,False,2012,2016,,"awards.decanter.com, DWWA 2016, вино 545017",2026-08-28
kovacevic-aurelius,Kovačević,Aurelius,decanter,100,89,,False,2012,2016,,"awards.decanter.com, DWWA 2016, вино 553680",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,100,86,,False,2012,2016,,"awards.decanter.com, DWWA 2016, вино 551641",2026-08-28
radovanovic-25-reserve-cabernet-sauvignon,Radovanović,25 Reserve Cabernet Sauvignon,decanter,100,88,,False,2012,2016,,"awards.decanter.com, DWWA 2016, вино 547949",2026-08-28
despotika-trag,Despotika,Trag,decanter,100,86,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 561848",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,100,90,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 547493",2026-08-28
aleksic-kardas,Aleksić,Kardaš,decanter,100,86,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 547706",2026-08-28
virtus-credo,Virtus,Credo,decanter,100,90,,False,2013,2018,,"awards.decanter.com, DWWA 2018, вино 591825",2026-08-28
molovin-plavi-princip,Molovin,Plavi Princip,decanter,100,90,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 547925",2026-08-28
mcculloch-mcc-traminac,Mcculloch Wines,Mcc Traminac,decanter,100,86,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 548196",2026-08-28
radovanovic-selekcija-chardonnay,Radovanović,Selekcija Chardonnay,decanter,100,88,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 547953",2026-08-28
janko-misija-chardonnay,Podrum Janko,Misija Chardonnay,decanter,100,88,,False,2013,2016,,"awards.decanter.com, DWWA 2016, вино 547011",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,90,,False,2009,2016,,"awards.decanter.com, DWWA 2016, вино 544903",2026-08-28
bacina-dolina-xii,Podrum Bačina,Dolina XII,decanter,100,88,,False,,2016,,"awards.decanter.com, DWWA 2016, вино 554385",2026-08-28
molovin-crveni-inat,Molovin,Crveni Inat,decanter,100,88,,False,2010,2018,,"awards.decanter.com, DWWA 2018, вино 537518",2026-08-28
virtus-gewurztraminer,Virtus,Gewürztraminer,decanter,100,88,,False,2014,2016,,"awards.decanter.com, DWWA 2016, вино 547354",2026-08-28
aleksic-bonaca-limited,Aleksić,Bonaca Limited,decanter,100,90,,False,2014,2016,,"awards.decanter.com, DWWA 2016, вино 560390",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,100,92,,False,2013,2017,,"awards.decanter.com, DWWA 2017, вино 531241",2026-08-28
matalj-kremen-kamen-cabernet-sauvignon,Matalj,Kremen Kamen Cabernet Sauvignon,decanter,100,90,,False,2013,2017,,"awards.decanter.com, DWWA 2017, вино 531242",2026-08-28
bukovo-filigran-cabernet-sauvignon,Manastir Bukovo,Filigran Cabernet Sauvignon,decanter,100,90,,False,2013,2017,,"awards.decanter.com, DWWA 2017, вино 558475",2026-08-28
tonkovic-rapsodija,Tonković,Rapsodija,decanter,100,87,,False,2013,2017,,"awards.decanter.com, DWWA 2017, вино 531270",2026-08-28
temet-tri-morave-white,Temet,Tri Morave White,decanter,100,86,,False,2016,2017,,"awards.decanter.com, DWWA 2017, вино 533209",2026-08-28
despotika-morava,Despotika,Morava,decanter,100,86,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 538261",2026-08-28
doja-belo,Doja,Belo,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526466",2026-08-28
komuna-chardonnay,Vinarija Komuna,Chardonnay,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 531650",2026-08-28
deuric-talas-beli,Deurić,Talas Beli,decanter,100,89,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558798",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,100,97,,False,2015,2020,,"awards.decanter.com, DWWA 2020, вино 580451",2026-08-28
temet-ergo-white,Temet,Ergo White,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 533151",2026-08-28
aleksic-arno-sauvignon-blanc,Aleksić,Arno Sauvignon Blanc,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 532116",2026-08-28
lastar-chardonnay,Vinarija Lastar,Chardonnay,decanter,100,86,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 531211",2026-08-28
deuric-enigma,Deurić,Enigma,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558797",2026-08-28
deuric-urban-rose,Deurić,Urban Rose,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558780",2026-08-28
temet-tri-morave-rose,Temet,Tri Morave Rosé,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 533210",2026-08-28
janko-vrtlog,Podrum Janko,Vrtlog,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558420",2026-08-28
matalj-kremen-cabernet-sauvignon,Matalj,Kremen Cabernet Sauvignon,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 531250",2026-08-28
deuric-talas-crveni,Deurić,Talas Crveni,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558781",2026-08-28
deuric-pinot-noir,Deurić,Pinot Noir,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 558783",2026-08-28
dumo-pinot-noir,Vinarija Dumo,Pinot Noir,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 533589",2026-08-28
despotika-trag,Despotika,Trag,decanter,100,89,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526481",2026-08-28
despotika-dokaz,Despotika,Dokaz,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526484",2026-08-28
aleksandrovic-vizija,Aleksandrović,Vizija,decanter,100,90,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 529520",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,100,86,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 591536",2026-08-28
virtus-credo-beli,Virtus,Credo Beli,decanter,100,86,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526312",2026-08-28
frunza-aglaja-aglaja-cabernet-sauvignon,Vinarija Frunza Aglaja,Aglaja Cabernet Sauvignon,decanter,100,89,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 531190",2026-08-28
zvonko-bogdan-zivot-tece,Zvonko Bogdan,Život Teče,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 530535",2026-08-28
zvonko-bogdan-cuvee-no-1,Zvonko Bogdan,Cuvée No. 1,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 530536",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,100,91,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 530537",2026-08-28
doja-prokupac,Doja,Prokupac,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526478",2026-08-28
temet-tri-morave-red,Temet,Tri Morave Red,decanter,100,87,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 533157",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 526314",2026-08-28
radovan-experiment-prokupac,Radovan,Experiment Prokupac,decanter,100,91,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 557828",2026-08-28
lastar-pinot-noir,Vinarija Lastar,Pinot Noir,decanter,100,88,,False,2015,2017,,"awards.decanter.com, DWWA 2017, вино 531216",2026-08-28
aleksic-kardas-limited-cabernet-sauvignon,Aleksić,Kardaş Limited Cabernet Sauvignon,decanter,100,90,,False,2012,2017,,"awards.decanter.com, DWWA 2017, вино 532114",2026-08-28
tonkovic-fantazija,Tonković,Fantazija,decanter,100,91,,False,2012,2017,,"awards.decanter.com, DWWA 2017, вино 531271",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,100,88,,False,2012,2017,,"awards.decanter.com, DWWA 2017, вино 531154",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,100,89,,False,2012,2017,,"awards.decanter.com, DWWA 2017, вино 531151",2026-08-28
lastar-tamjanika,Vinarija Lastar,Tamjanika,decanter,100,88,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537575",2026-08-28
despotika-nebo-riesling-pinot-blanc,Despotika,Nebo Riesling-Pinot Blanc,decanter,100,87,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 538259",2026-08-28
bukovo-merlot,Manastir Bukovo,Merlot,decanter,100,90,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 592373",2026-08-28
janko-smederevka,Podrum Janko,Smederevka,decanter,100,86,,False,2017,2018,,"awards.decanter.com, DWWA 2018, вино 537521",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,100,89,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 571848",2026-08-28
virtus-gewurztraminer,Virtus,Gewürztraminer,decanter,100,86,,False,2017,2018,,"awards.decanter.com, DWWA 2018, вино 591834",2026-08-28
erdevik-nostra,Erdevik,Nostra,decanter,100,90,,False,2017,2018,,"awards.decanter.com, DWWA 2018, вино 538066",2026-08-28
virtus-pinot-grigio,Virtus,Pinot Grigio,decanter,100,90,,False,2017,2018,,"awards.decanter.com, DWWA 2018, вино 591816",2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Žuti Cvet Tamjanika,decanter,100,90,,False,2017,2018,,"awards.decanter.com, DWWA 2018, вино 590820",2026-08-28
temet-ergo,Temet,Ergo,decanter,100,91,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571866",2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,decanter,100,86,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 538161",2026-08-28
lastar-chardonnay,Vinarija Lastar,Chardonnay,decanter,100,86,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537563",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,100,88,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 538134",2026-08-28
janko-vrtlog,Podrum Janko,Vrtlog,decanter,100,86,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537052",2026-08-28
janko-misija,Podrum Janko,Misija,decanter,100,87,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537054",2026-08-28
tonkovic-rapsodija-kadarka,Tonković,Rapsodija Kadarka,decanter,100,90,,False,2014,2018,,"awards.decanter.com, DWWA 2018, вино 538187",2026-08-28
erdevik-trianon-merlot-cabernet-sauvignon-syrah,Erdevik,Trianon Merlot-Cabernet Sauvignon-Syrah,decanter,100,88,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 538067",2026-08-28
janko-zavet-stari,Podrum Janko,Zavet Stari,decanter,100,90,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 537032",2026-08-28
radovan-prokupac,Radovan,Prokupac,decanter,100,90,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 538818",2026-08-28
grabak-modrovrana,Grabak,Modrovrana,decanter,100,86,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 538977",2026-08-28
ivanovic-no-1-2,Ivanović,No 1/2,decanter,100,86,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 592435",2026-08-28
virtus-pinot-noir,Virtus,Pinot Noir,decanter,100,86,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 591850",2026-08-28
pik-oplenac-villa-muscat-ottonel,PIK Oplenac,Villa Muscat Ottonel,decanter,100,86,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 535244",2026-08-28
virtus-marselan,Virtus,Marselan,decanter,100,90,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571879",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,100,95,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 591497",2026-08-28
deuric-probus,Deurić,Probus,decanter,100,90,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 590903",2026-08-28
despotika-trag-merlot,Despotika,TRAG Merlot,decanter,100,88,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 538269",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,91,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 591874",2026-08-28
radovan-experiment-prokupac,Radovan,Experiment Prokupac,decanter,100,89,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 535016",2026-08-28
janko-bifora,Podrum Janko,Bifora,decanter,100,88,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537023",2026-08-28
janko-crveni-zapis,Podrum Janko,Crveni Zapis,decanter,100,91,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 537039",2026-08-28
zvonko-bogdan-zivot-tece,Zvonko Bogdan,Život Teče,decanter,100,89,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 591506",2026-08-28
ivanovic-prokupac,Ivanović,Prokupac,decanter,100,87,,False,2016,2018,,"awards.decanter.com, DWWA 2018, вино 544271",2026-08-28
kovacevic-r-edition-aurelius,Kovačević,R Edition Aurelius,decanter,100,88,,False,2012,2018,,"awards.decanter.com, DWWA 2018, вино 593008",2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,decanter,100,90,,False,2013,2018,,"awards.decanter.com, DWWA 2018, вино 590852",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,100,92,,False,2013,2018,,"awards.decanter.com, DWWA 2018, вино 591551",2026-08-28
aleksic-biser-smederevka-brut,Aleksić,Biser Smederevka Brut,decanter,100,92,,False,2014,2018,,"awards.decanter.com, DWWA 2018, вино 590829",2026-08-28
atos-fructum-the,Atos-Fructum,The,decanter,100,87,,False,2015,2018,,"awards.decanter.com, DWWA 2018, вино 590908",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot blanc,decanter,100,92,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598405",2026-08-28
zvonko-bogdan-icon-campana-albus,Zvonko Bogdan,Icon Campana Albus,decanter,100,92,,False,2017,2020,,"awards.decanter.com, DWWA 2020, вино 584090",2026-08-28
komuna-chardonnay,Vinarija Komuna,Chardonnay,decanter,100,86,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 571996",2026-08-28
pusula-sauvignon-blanc,Pusula,Sauvignon Blanc,decanter,100,88,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 596064",2026-08-28
pusula-traminac,Pusula,Traminac,decanter,100,90,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 596065",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,100,87,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598421",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,100,86,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 599685",2026-08-28
aleksic-nostalgija,Aleksić,Nostalgija,decanter,100,86,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 570750",2026-08-28
aven-cabernet-sauvignon,Vinarija Aven,Cabernet Sauvignon,decanter,100,90,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 599803",2026-08-28
zvonko-bogdan-zivot-tece,Zvonko Bogdan,Život Teče,decanter,100,90,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598430",2026-08-28
deuric-talas-crveni,Deurić,Talas Crveni,decanter,100,90,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598486",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,100,95,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598416",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,100,95,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 598418",2026-08-28
grabak-prokupac,Grabak,Prokupac,decanter,100,88,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 596222",2026-08-28
radovan-experiment-prokupac,Radovan,Experiment Prokupac,decanter,100,87,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 571820",2026-08-28
probus-magis,Probus Vineyards,Magis,decanter,100,87,,False,2017,2019,,"awards.decanter.com, DWWA 2019, вино 599036",2026-08-28
pik-oplenac-monarh-s,PIK Oplenac,Monarh S,decanter,100,88,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 571698",2026-08-28
pusula-cabernet,Pusula,Cabernet,decanter,100,86,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 596067",2026-08-28
temet-ergo-belo,Temet,Ergo Belo,decanter,100,89,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571870",2026-08-28
frunza-aglaja-aglaja-dantelle-cabernet-sauvignon,Vinarija Frunza Aglaja,Aglaja Dantelle Cabernet Sauvignon,decanter,100,86,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 572307",2026-08-28
janko-zavet-stari,Podrum Janko,Zavet Stari,decanter,100,91,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571684",2026-08-28
janko-zapis-testament,Podrum Janko,Zapis Testament,decanter,100,88,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571690",2026-08-28
matalj-kremen-cabernet-sauvignon,Matalj,Kremen Cabernet Sauvignon,decanter,100,87,,False,2016,2020,,"awards.decanter.com, DWWA 2020, вино 580365",2026-08-28
virtus-prokupac,Virtus,Prokupac,decanter,100,90,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 571881",2026-08-28
nikad-nije-kasno-signature,Nikad Nije Kasno,Signature,decanter,100,88,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 598540",2026-08-28
rubin-amante-carmen,Rubin,Carmen,decanter,100,87,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 599076",2026-08-28
temet-tri-morave-reserva,Temet,Tri Morave Reserva,decanter,100,95,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 572378",2026-08-28
lastar-pinot-noir,Vinarija Lastar,Pinot Noir,decanter,100,87,,False,2016,2019,,"awards.decanter.com, DWWA 2019, вино 595676",2026-08-28
molovin-vista-hill-red-reserve,Molovin,Vista Hill Red Reserve,decanter,100,94,,False,2010,2019,,"awards.decanter.com, DWWA 2019, вино 570382",2026-08-28
trisic-dimasid,Винарија Тришић (Vinarija Trišić),Dimasid,decanter,100,94,,False,2013,2019,,"awards.decanter.com, DWWA 2019, вино 600113",2026-08-28
aleksic-zuti-cvet-tamjanika,Aleksić,Zuti Cvet Tamjanika,decanter,100,89,,False,2018,2019,,"awards.decanter.com, DWWA 2019, вино 570692",2026-08-28
bukovo-filigran-гаме,Manastir Bukovo,Filigran Гаме,decanter,100,88,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 596546",2026-08-28
aleksic-temperament-merlot,Aleksić,Temperament Merlot,decanter,100,88,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 570695",2026-08-28
aleksic-amanet-vranac,Aleksić,Amanet Vranac,decanter,100,88,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 570703",2026-08-28
matalj-kremen-kamen-cabernet-sauvignon,Matalj,Kremen Kamen Cabernet Sauvignon,decanter,100,89,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 599686",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,100,86,,False,2018,2020,,"awards.decanter.com, DWWA 2020, вино 581067",2026-08-28
aleksic-zuti-cvet-penusavo,Aleksić,Zuti Cvet Penusavo,decanter,100,87,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 570756",2026-08-28
deuric-princeps-brut-nature,Deurić,Princeps Brut Nature,decanter,100,92,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 571615",2026-08-28
deuric-the-brut,Deurić,The Brut,decanter,100,89,,False,2015,2019,,"awards.decanter.com, DWWA 2019, вино 598487",2026-08-28
kis-kisova-misterija,Kiš,Kišova Misterija,decanter,100,88,,False,2011,2020,,"awards.decanter.com, DWWA 2020, вино 575675",2026-08-28
virtus-733-prokupac,Virtus,733 Prokupac,decanter,100,90,,False,,2020,,"awards.decanter.com, DWWA 2020, вино 582992",2026-08-28
aleksic-kardas-cabernet-sauvignon,Aleksić,Kardaš Cabernet Sauvignon,decanter,100,86,,False,2017,2020,,"awards.decanter.com, DWWA 2020, вино 584230",2026-08-28
temet-tri-morave-reserve,Temet,Tri Morave Reserve,decanter,100,86,,False,2017,2021,,"awards.decanter.com, DWWA 2021, вино 696719",2026-08-28
lastar-triangl-pinot-noir,Vinarija Lastar,Triangl Pinot Noir,decanter,100,92,,False,2017,2020,,"awards.decanter.com, DWWA 2020, вино 581122",2026-08-28
temet-ergo,Temet,Ergo,decanter,100,89,,False,2017,2022,,"awards.decanter.com, DWWA 2022, вино 713759",2026-08-28
despotika-zmajeviti,Despotika,Zmajeviti,decanter,100,87,,False,2017,2020,,"awards.decanter.com, DWWA 2020, вино 580899",2026-08-28
despotika-trag,Despotika,Trag,decanter,100,91,,False,2017,2020,,"awards.decanter.com, DWWA 2020, вино 580904",2026-08-28
