klyuch_vina,hozyaistvo,vino,istochnik,god,kategoriya,mesto,urozhaj,cvet,stranica,sobrano
tonkovic-fantazija-kadarka,Tonković,Fantazija Kadarka,decanter,2020,серебро,srebro,2015,red,"awards.decanter.com, DWWA 2020, вино 580429",2026-08-28
tonkovic-rapsodija,Tonković,Rapsodija,decanter,2020,серебро,srebro,2015,red,"awards.decanter.com, DWWA 2020, вино 580377",2026-08-28
despotika-krunski-dokaz-cabernet-sauvignon,Despotika,Krunski Dokaz Cabernet Sauvignon,decanter,2020,бронза,bronza,2015,red,"awards.decanter.com, DWWA 2020, вино 580777",2026-08-28
aleksic-limited-kardas-cabernet-sauvignon,Aleksić,Limited Kardaš Cabernet Sauvignon,decanter,2020,бронза,bronza,2015,red,"awards.decanter.com, DWWA 2020, вино 579470",2026-08-28
pik-oplenac-monarh-immortal-cuvee,PIK OPLENAC,Monarh Immortal Cuvée,decanter,2020,бронза,bronza,2015,red,"awards.decanter.com, DWWA 2020, вино 583328",2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,decanter,2020,серебро,srebro,2015,red,"awards.decanter.com, DWWA 2020, вино 579254",2026-08-28
danguba-ima-noci-merlot,Vinarija Podrum Danguba,Ima Noći Merlot,decanter,2020,отмечено,commended,2015,red,"awards.decanter.com, DWWA 2020, вино 576544",2026-08-28
aleksandrovic-regent-reserve,Aleksandrović,Regent Reserve,decanter,2020,бронза,bronza,2015,red,"awards.decanter.com, DWWA 2020, вино 582523",2026-08-28
velickovic-sauvignon-blanc,Vinogradi Veličković Vinarija,Sauvignon Blanc,decanter,2020,бронза,bronza,2015,white,"awards.decanter.com, DWWA 2020, вино 580936",2026-08-28
erdevik-omnibus-lector-chardonnay,Erdevik,Omnibus Lector Chardonnay,decanter,2020,платина,platina,2015,white,"awards.decanter.com, DWWA 2020, вино 580451",2026-08-28
deuric-classic-chardonnay,Deurić,Classic Chardonnay,decanter,2020,серебро,srebro,2018,white,"awards.decanter.com, DWWA 2020, вино 580577",2026-08-28
deuric-sauvignon-blanc,Deurić,Sauvignon Blanc,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 580579",2026-08-28
matalj-terasa-chardonnay,Matalj,Terasa Chardonnay,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 582514",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2020,серебро,srebro,2018,white,"awards.decanter.com, DWWA 2020, вино 582539",2026-08-28
aleksandrovic-trijumf-terroir,Aleksandrović,Trijumf Terroir,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 584120",2026-08-28
virtus-w-credo-beli,Virtus,W Credo Beli,decanter,2020,отмечено,commended,2018,white,"awards.decanter.com, DWWA 2020, вино 582993",2026-08-28
kuca-jokic-traminac,Kuća Vina Jokić,Traminac,decanter,2020,отмечено,commended,2018,white,"awards.decanter.com, DWWA 2020, вино 584523",2026-08-28
deuric-probus-276,Deurić,Probus 276,decanter,2020,отмечено,commended,2018,red,"awards.decanter.com, DWWA 2020, вино 580580",2026-08-28
frunza-aglaja-cabernet-sauvignon,Vimmid,Cabernet Sauvignon,decanter,2020,отмечено,commended,2018,red,"awards.decanter.com, DWWA 2020, вино 584474",2026-08-28
temet-pinot-grigio,Temet,Pinot Grigio,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 580964",2026-08-28
zvonko-bogdan-chardonnay,Zvonko Bogdan,Chardonnay,decanter,2020,серебро,srebro,2018,white,"awards.decanter.com, DWWA 2020, вино 584038",2026-08-28
zvonko-bogdan-pinot-blanc,Zvonko Bogdan,Pinot Blanc,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 584041",2026-08-28
stemina-panta-rei-chardonnay,Stemina winery,Panta Rei Chardonnay,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 580411",2026-08-28
aven-merlot,Vinarija Aven,Merlot,decanter,2020,бронза,bronza,2018,red,"awards.decanter.com, DWWA 2020, вино 583676",2026-08-28
aven-cabernet-sauvignon,Vinarija Aven,Cabernet Sauvignon,decanter,2020,бронза,bronza,2018,red,"awards.decanter.com, DWWA 2020, вино 583682",2026-08-28
temet-tri-morave,Temet,Tri Morave,decanter,2020,бронза,bronza,2018,red,"awards.decanter.com, DWWA 2020, вино 581067",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2020,серебро,srebro,2018,red,"awards.decanter.com, DWWA 2020, вино 584043",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,2020,бронза,bronza,2018,red,"awards.decanter.com, DWWA 2020, вино 584044",2026-08-28
deuric-barrique-sauvignon-blanc,Deurić,Barrique Sauvignon Blanc,decanter,2020,отмечено,commended,2017,white,"awards.decanter.com, DWWA 2020, вино 580582",2026-08-28
temet-ergo,Temet,Ergo,decanter,2020,бронза,bronza,2017,white,"awards.decanter.com, DWWA 2020, вино 580966",2026-08-28
vista-hill-reserve-white,Vista Hill,Reserve White,decanter,2020,серебро,srebro,2012,white,"awards.decanter.com, DWWA 2020, вино 583638",2026-08-28
fruskogorski-tri-sunca-traminac-kasna-berba,Fruškogorski,Tri Sunca Traminac Kasna Berba,decanter,2020,отмечено,commended,2015,white,"awards.decanter.com, DWWA 2020, вино 568978",2026-08-28
temet-tri-morave-brut,Temet,Tri Morave Brut,decanter,2020,бронза,bronza,2017,white,"awards.decanter.com, DWWA 2020, вино 580969",2026-08-28
probus-traminac,Probus Vineyards,Traminac,decanter,2020,бронза,bronza,2018,white,"awards.decanter.com, DWWA 2020, вино 581209",2026-08-28
despotika-nebo,Despotika,Nebo,decanter,2020,отмечено,commended,2017,white,"awards.decanter.com, DWWA 2020, вино 580898",2026-08-28
kovacevic-fresco-bianco-brut,Kovačević,Fresco Bianco Brut,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 692379",2026-08-28
aleksic-zuti-cvet-tamjanika-dry,Aleksić,Žuti Cvet Tamjanika Dry,decanter,2021,серебро,srebro,2019,white,"awards.decanter.com, DWWA 2021, вино 701752",2026-08-28
aleksandrovic-trijumf-noir,Aleksandrović,Trijumf Noir,decanter,2021,серебро,srebro,2010,white,"awards.decanter.com, DWWA 2021, вино 699191",2026-08-28
virtus-credo-beli,Virtus,Credo Beli,decanter,2021,серебро,srebro,2019,white,"awards.decanter.com, DWWA 2021, вино 703032",2026-08-28
draskovic-beli-pinot,Vinarija Drašković,Beli Pinot,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 694193",2026-08-28
doja-chardonnay-pinot-grigio,Doja,Chardonnay-Pinot Grigio,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 696659",2026-08-28
aleksandrovic-rodoslov-grand-reserve,Aleksandrović,Rodoslov Grand Reserve,decanter,2021,бронза,bronza,2016,red,"awards.decanter.com, DWWA 2021, вино 699188",2026-08-28
deuric-princeps-probus,Deurić,Princeps Probus,decanter,2021,бронза,bronza,2016,red,"awards.decanter.com, DWWA 2021, вино 693859",2026-08-28
deuric-aksiom,Deurić,Aksiom,decanter,2021,серебро,srebro,2016,red,"awards.decanter.com, DWWA 2021, вино 693878",2026-08-28
aven-merlot,Vinarija Aven,Merlot,decanter,2021,серебро,srebro,2019,red,"awards.decanter.com, DWWA 2021, вино 698212",2026-08-28
matijasevic-rock-rose,Matijašević Vinogradi,Rock & Rose,decanter,2021,бронза,bronza,2019,rosé,"awards.decanter.com, DWWA 2021, вино 702701",2026-08-28
zvonko-bogdan-icon-campana-rubimus,Zvonko Bogdan,Icon Campana Rubimus,decanter,2021,серебро,srebro,2019,red,"awards.decanter.com, DWWA 2021, вино 700954",2026-08-28
zvonko-bogdan-merlot,Zvonko Bogdan,Merlot,decanter,2021,серебро,srebro,2019,red,"awards.decanter.com, DWWA 2021, вино 700956",2026-08-28
zvonko-bogdan-cuvee-no1,Zvonko Bogdan,Cuvée No.1,decanter,2021,золото,zlato,2019,red,"awards.decanter.com, DWWA 2021, вино 701094",2026-08-28
zmajevac-chardonnay,Vinarija Zmajevac,Chardonnay,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 698718",2026-08-28
eden-chardonnay,Eden,Chardonnay,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 698899",2026-08-28
aleksandrovic-trijumf-gold,Aleksandrović,Trijumf Gold,decanter,2021,серебро,srebro,2019,white,"awards.decanter.com, DWWA 2021, вино 699029",2026-08-28
matijasevic-belina,Matijašević Vinogradi,Belina,decanter,2021,бронза,bronza,2019,white,"awards.decanter.com, DWWA 2021, вино 698096",2026-08-28
