klyuch_vina,hozyaistvo,vino,istochnik,god,kategoriya,mesto,urozhaj,cvet,stranica,sobrano
milicevic-merlo-classic,Vinarija Milićević,Merlo Classic,biwc,2025,золото,zlato,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
milicevic-vladavina,Vinarija Milićević,VladaVina,biwc,2025,золото,zlato,2023,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
dzervin-cuvee-69,Džervin,Cuvee 69,biwc,2025,золото,zlato,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
gnezdo-belo,Vinarija Gnezdo,Belo,biwc,2025,золото,zlato,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ivanovic-prokupac,Ivanović,Prokupac,biwc,2025,золото,zlato,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
doja-breg-prokupac,Doja,BREG Prokupac,biwc,2025,золото,zlato,2020,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ivanovic-no-1-2,Ivanović,No ½,biwc,2025,золото,zlato,2019,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
despotika-beskraj,Despotika,Beskraj,biwc,2025,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
despotika-nebo,Despotika,Nebo,biwc,2025,серебро,srebro,2024,semidry,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
despotika-dodir,Despotika,Dodir,biwc,2025,серебро,srebro,2025,semidry,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
frug-rose,Vinarija Frug,Rose,biwc,2025,серебро,srebro,2023,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
gora-grasac,Gora,Grašac,biwc,2025,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
kis-kisova-misterija-black-label,Kiš,"Kisova Misterija, black label",biwc,2025,серебро,srebro,2024,semidry,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
vinska-kuca-rajic-chardonnay,Vinska Kuća Rajić,Chardonnay,biwc,2025,серебро,srebro,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
dzervin-sauvignon,Džervin,Sauvignon,biwc,2025,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
dzervin-nijansa,Džervin,Nijansa,biwc,2025,серебро,srebro,2024,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ralevic-cabernet-sauvignon,Ralević,Cabernet sauvignon,biwc,2025,серебро,srebro,2018,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
kis-biser-bermet-crveni,Kiš,Biser Bermet crveni,biwc,2025,серебро,srebro,2024,special,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
doja-prokupac,Doja,Prokupac,biwc,2025,серебро,srebro,2020,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
dumo-pinot-noir,Vinarija Dumo,Pinot Noir,biwc,2025,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
milicevic-cabernet-classic,Vinarija Milićević,Cabernet Classic,biwc,2025,серебро,srebro,2023,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
coka-mustuluk-crveni,Vinarija Coka,Muštuluk Crveni,biwc,2025,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
coka-grof-lederer-merlot,Vinarija Coka,Grof Lederer MERLOT,biwc,2025,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ivanovic-no-3-4,Ivanović,No ¾,biwc,2025,серебро,srebro,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ivanovic-no-1-2,Ivanović,No ½,biwc,2025,серебро,srebro,2020,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
grabak-bela-golubica,Grabak,Bela golubica,biwc,2025,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
100-zena-veliki-decko,Vinarija 100 Žena,Veliki Dečko,biwc,2025,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
100-zena-crna-ovca,Vinarija 100 Žena,Crna ovca,biwc,2025,серебро,srebro,2023,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
tri-tachke-rezonanca-limited,Vinarija Tri Tachke,Rezonanca limited,biwc,2025,серебро,srebro,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
lastar-merlot-cabernet-franc,Lastar,Merlot Cabernet Franc,biwc,2025,серебро,srebro,2020,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
lastar-chardonnay,Lastar,Chardonnay,biwc,2025,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
plavinci-indigo-reserva,Plavinci,Indigo Reserva,biwc,2025,серебро,srebro,2019,organic,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
sijacki-sedusa,Šijački,Seduša,biwc,2025,серебро,srebro,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
atelje-sapat-atila-caberne,Atelje vina Šapat,Atila Caberne,biwc,2025,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
atelje-sapat-su-su,Atelje vina Šapat,Šu-Šu,biwc,2025,серебро,srebro,2024,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
atelje-sapat-chardonnay,Atelje vina Šapat,Chardonnay,biwc,2025,серебро,srebro,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
vincic-grand-fru,Vinčić,Grand Fru,biwc,2025,серебро,srebro,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
blagojevic-probus-m-barik,Vinarija Blagojević,Probus M barik,biwc,2025,бронза,bronza,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
pevac-zagrljaj,Podrum Pevac,Zagrljaj,biwc,2025,бронза,bronza,2020,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
pevac-kaberne-fran,Podrum Pevac,Kaberne Fran,biwc,2025,бронза,bronza,2024,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
kis-kisov-bermet-belo,Kiš,Kišov Bermet Belo,biwc,2025,бронза,bronza,2024,special,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
kis-misterija-kisova,Kiš,Misterija Kišova,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
lakicevic-merula,Lakićević,MERULA,biwc,2025,бронза,bronza,2021,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
lakicevic-solaris,Lakićević,SOLARIS,biwc,2025,бронза,bronza,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
mackov-sauvignon-blanc,Mačkov podrum,Sauvignon blanc,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
dzervin-dubravka-gold,Džervin,Dubravka Gold,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ralevic-virgo-sauvignon-blanc,Ralević,VIRGO Sauvignon blanc,biwc,2025,бронза,bronza,2021,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
kis-biser-bermet-beli,Kiš,Biser Bermet beli,biwc,2025,бронза,bronza,2024,special,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
doja-tamjanika,Doja,Tamjanika,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
milicevic-vladavina,Vinarija Milićević,VladaVina,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
lastar-rose,Lastar,rose,biwc,2025,бронза,bronza,2024,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
milicevic-rose,Vinarija Milićević,rose,biwc,2025,бронза,bronza,2022,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
radovan-100-prokupac,Vinarija Radovan,100% Prokupac,biwc,2025,бронза,bronza,2023,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
radovan-100-zuplianka,Vinarija Radovan,100% Zuplianka,biwc,2025,бронза,bronza,2023,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
vinska-kuca-rajic-rajic-crna-tamjanika,Vinska Kuća Rajić,RAJIĆ CRNA TAMJANIKA,biwc,2025,бронза,bronza,2024,special,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
vinska-kuca-rajic-rose,Vinska Kuća Rajić,Rosé,biwc,2025,бронза,bronza,2024,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
coka-grof-lederer-cabernet-sauvignon,Vinarija Coka,Grof Lederer CABERNET SAUVIGNON,biwc,2025,бронза,bronza,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
gnezdo-crno,Vinarija Gnezdo,Crno,biwc,2025,бронза,bronza,2023,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
gnezdo-roze,Vinarija Gnezdo,Roze,biwc,2025,бронза,bronza,2024,rose,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
gnezdo-krokan,Vinarija Gnezdo,Krokan,biwc,2025,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
atelje-sapat-nera,Atelje vina Šapat,Nera,biwc,2025,бронза,bronza,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
atelje-sapat-cuvee,Atelje vina Šapat,Cuvee,biwc,2025,бронза,bronza,2022,red,"balkanswine.eu/competition/results-2025/, BIWC 2025",2026-08-28
ilic-nijemcevic-ig,Vinarija Ilić-Nijemčević,IG,biwc,2026,золото,zlato,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gnezdo-belo,Vinarija Gnezdo,Belo,biwc,2026,золото,zlato,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-aria,La Gora,Aria,biwc,2026,платина,platina,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
arsenijevic-kaberne,Arsenijević,Kaberne,biwc,2026,платина,platina,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ralevic-virgo,Ralević,Virgo,biwc,2026,двойное золото,dvojno-zlato,2021,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gnezdo-sovinjon-kis,Vinarija Gnezdo,Sovinjon Kis,biwc,2026,двойное золото,dvojno-zlato,2021,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-atila-plavi,Atelje vina Šapat,Atila Plavi,biwc,2026,двойное золото,dvojno-zlato,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
blagojevic-probus-m-barik,Vinarija Blagojević,Probus M Barik,biwc,2026,золото,zlato,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
chateau-prince-charm,Château Prince,Charm,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-morava,Despotika,Morava,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-morava-glina,Despotika,Morava Glina,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-trag,Despotika,Trag,biwc,2026,золото,zlato,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-neizbrisivi-trag,Despotika,Neizbrisivi trag,biwc,2026,золото,zlato,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-zmajeviti,Despotika,Zmajeviti,biwc,2026,золото,zlato,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ilic-nijemcevic-ig,Vinarija Ilić-Nijemčević,IG,biwc,2026,золото,zlato,2024,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-lupo,La Gora,Lupo,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-bello,La Gora,Bello,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-chardonnay,La Gora,Chardonnay,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-lupo,La Gora,Lupo,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-grasac,Džervin,Grasac,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-sauvignon,Džervin,Sauvignon,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-dubravka-gold,Džervin,Dubravka Gold,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
pevac-gust-chardonnay-sur-lie,Podrum Pevac,"Gušt, Chardonnay Sur Lie",biwc,2026,золото,zlato,2023,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
radlovic-cabernet-sauvignon,Vinarija Radlović doo,Cabernet Sauvignon,biwc,2026,золото,zlato,2020,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
100-zena-veliki-decko,Vinarija 100 Žena,Veliki Dečko,biwc,2026,золото,zlato,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
arsenijevic-sauvignon,Arsenijević,Sauvignon,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
doja-breg-cabernet-sauvignon,Doja,Breg Cabernet Sauvignon,biwc,2026,золото,zlato,2020,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
doja-prokupac,Doja,Prokupac,biwc,2026,золото,zlato,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ivanovic-jara-pet-nat,Ivanović,JARA Pet Nat,biwc,2026,золото,zlato,2025,sparkling,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ivanovic-prokupac,Ivanović,Prokupac,biwc,2026,золото,zlato,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ivanovic-no-1-2,Ivanović,No ½,biwc,2026,золото,zlato,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
milicevic-cabernet-icone,Vinarija Milićević,Cabernet ICONE,biwc,2026,золото,zlato,2023,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
milicevic-grasac,Vinarija Milićević,Grašac,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ralevic-virgo-tamjanika,Ralević,VIRGO Tamjanika,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
slatina-grasac,Vinarija Slatina,Grašac,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
tasa-morava,Vinarija Tasa,Morava,biwc,2026,золото,zlato,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
trivanovic-ultimo-s,Trivanović,Ultimo S,biwc,2026,золото,zlato,2020,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
trivanovic-toca,Trivanović,Toca,biwc,2026,золото,zlato,2018,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-atila-cabernet-sauvignon,Atelje vina Šapat,Atila Cabernet sauvignon,biwc,2026,золото,zlato,2023,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-cuvee,Atelje vina Šapat,Cuvee,biwc,2026,золото,zlato,2023,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-atila-sauvignon-blanc,Atelje vina Šapat,Atila Sauvignon blanc,biwc,2026,золото,zlato,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
blagojevic-petite-arvine,Vinarija Blagojević,Petite Arvine,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
chateau-prince-velika,Château Prince,Velika,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
chateau-prince-gospodar,Château Prince,Gospodar,biwc,2026,серебро,srebro,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
damalis-sauvignon-blanc,Damalis,Sauvignon Blanc,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-dodir,Despotika,Dodir,biwc,2026,серебро,srebro,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-svedok,Despotika,Svedok,biwc,2026,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dimalis-rose,Dimalis,Rosé,biwc,2026,серебро,srebro,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dimalis-sauvignon-blanc,Dimalis,Sauvignon Blanc,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dordevic-rose,Djordjevic Estate Winery,Rose,biwc,2026,серебро,srebro,2024,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dordevic-merlot,Djordjevic Estate Winery,Merlot,biwc,2026,серебро,srebro,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gamanovic-grasac-beli,Vinarija Gamanović,Grasac Beli,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gamanovic-samotok,Vinarija Gamanović,Samotok,biwc,2026,серебро,srebro,2022,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ilic-nijemcevic-frankovka,Vinarija Ilić-Nijemčević,Frankovka,biwc,2026,серебро,srebro,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
la-gora-sauvignon-blanc,La Gora,Sauvignon Blanc,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
langov-lang-grasac-beli,Langov Podrum,Lang Grašac beli,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-lozana,Džervin,Lozana,biwc,2026,серебро,srebro,2023,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-cuvee-69,Džervin,Cuvee 69,biwc,2026,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
pevac-tisina-malvazija,Podrum Pevac,"Tišina, Malvazija",biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
slatina-tamjanika,Vinarija Slatina,Tamjanika,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
100-zena-roze,Vinarija 100 Žena,Roze,biwc,2026,серебро,srebro,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
arsenijevic-tamjanika-starosedelac,Arsenijević,Tamjanika „Starosedelac“,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
arsenijevic-prokupac-starosedelac,Arsenijević,Prokupac „Starosedelac“,biwc,2026,серебро,srebro,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
doja-tamjanika,Doja,Tamjanika,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
doja-breg-prokupac,Doja,Breg Prokupac,biwc,2026,серебро,srebro,2021,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ivanovic-tamjanika,Ivanović,Tamjanika,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
kis-kisov-bermet,Kiš,Kisov Bermet,biwc,2026,серебро,srebro,2025,dessert,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
kis-kisov-grasac-beli,Kiš,Kisov Grasac beli,biwc,2026,серебро,srebro,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
kis-misterija-polusuva,Kiš,Misterija polusuva,biwc,2026,серебро,srebro,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
kis-misterija,Kiš,Misterija,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
lastar-tamjanika,Lastar,Tamjanika,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
lastar-sofijin-izbor-pinot-noir,Lastar,Sofijin Izbor Pinot Noir,biwc,2026,серебро,srebro,2022,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
milicevic-morava,Vinarija Milićević,Morava,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
milicevic-grasac,Vinarija Milićević,Grašac,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
milicevic-sauvignon-blanc,Vinarija Milićević,Sauvignon Blanc,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
radlovic-morava,Vinarija Radlović doo,Morava,biwc,2026,серебро,srebro,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
radlovic-chardonnay,Vinarija Radlović doo,Chardonnay,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
radlovic-cirkuz-rose,Vinarija Radlović doo,Cirkuz Rose,biwc,2026,серебро,srebro,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ralevic-rara-tamjanika-petnat,Ralević,RaRa Tamjanika PETNAT,biwc,2026,серебро,srebro,2025,sparkling,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ralevic-eter-chardonnay,Ralević,ETER Chardonnay,biwc,2026,серебро,srebro,2020,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
trivanovic-optimus,Trivanović,Optimus,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-bianca,Atelje vina Šapat,Bianca,biwc,2026,серебро,srebro,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
atelje-sapat-atila-chardonnay,Atelje vina Šapat,Atila Chardonnay,biwc,2026,серебро,srebro,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
blagojevic-prokupac-barik,Vinarija Blagojević,Prokupac Barik,biwc,2026,бронза,bronza,2023,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
despotika-nebo,Despotika,Nebo,biwc,2026,бронза,bronza,2025,semi-dry,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
langov-lang-chardonnay,Langov Podrum,Lang Chardonnay,biwc,2026,бронза,bronza,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
dzervin-nijansa,Džervin,Nijansa,biwc,2026,бронза,bronza,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
pevac-zagrljaj-cabarnet-franc-merlo-and-cabarnet-sauvignon,Podrum Pevac,"Zagrljaj, Cabarnet Franc, Merlo and Cabarnet Sauvignon",biwc,2026,бронза,bronza,2020,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gnezdo-roze,Vinarija Gnezdo,Roze,biwc,2026,бронза,bronza,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
gnezdo-kadarka,Vinarija Gnezdo,Kadarka,biwc,2026,бронза,bronza,2024,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
100-zena-crna-ovca,Vinarija 100 Žena,Crna ovca,biwc,2026,бронза,bronza,2023,red,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
ivanovic-cf,Ivanović,ЦФ,biwc,2026,бронза,bronza,2025,rose,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
tasa-sauvignon-blanc,Vinarija Tasa,Sauvignon Blanc,biwc,2026,бронза,bronza,2025,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
trivanovic-trigio-blanc,Trivanović,Trigio Blanc,biwc,2026,бронза,bronza,2024,white,"balkanswine.eu/competition/results-2026/, BIWC 2026",2026-08-28
kis-kisov-rose,Kiš,Kišov Rose,biwc,2014,Rose Wine Trophy,trofej,2013,rose,"balkanswine.eu/competition/results-2014/, BIWC 2014",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,biwc,2015,Grand Trophy,trofej,2012,red,"balkanswine.eu/competition/results-2015/, BIWC 2015",2026-08-28
janko-vrtlog,Janko,Vrtlog,biwc,2015,White wine Trophy,trofej,2013,white,"balkanswine.eu/competition/results-2015/, BIWC 2015",2026-08-28
vinum-rose,Vinum,Rose,biwc,2016,Rose Wine Trophy,trofej,2015,rose,"balkanswine.eu/competition/results-2016/, BIWC 2016",2026-08-28
doja-prokupac,Doja,Prokupac,biwc,2017,Best Indigenous Red variety Trophy,trofej,2015,red,"balkanswine.eu/competition/results-2017/, BIWC 2017",2026-08-28
temet-ergo-white,Temet,Ergo White,biwc,2018,White Wine Trophy,trofej,2016,white,"balkanswine.eu/competition/results-2018/, BIWC 2018",2026-08-28
matalj-kremen-kamen,Matalj,Kremen Kamen,biwc,2019,Red Wine Trophy,trofej,2016,red,"balkanswine.eu/competition/results-2019/, BIWC 2019",2026-08-28
bikicki-uncensored,Bikicki,Uncensored,biwc,2019,Orange Wine Trophy,trofej,2017,orange,"balkanswine.eu/competition/results-2019/, BIWC 2019",2026-08-28
rnjak-merlot,Rnjak,Merlot,biwc,2019,Best of Show Serbia,trofej,2015,red,"balkanswine.eu/competition/results-2019/, BIWC 2019",2026-08-28
aleksandrovic-trijumf-selection,Aleksandrović,Trijumf Selection,biwc,2020,Grand Trophy,trofej,2019,white,"balkanswine.eu/competition/results-2020/, BIWC 2020",2026-08-28
aleksandrovic-trijumf-selection,Aleksandrović,Trijumf Selection,biwc,2020,White Wine Trophy,trofej,2019,white,"balkanswine.eu/competition/results-2020/, BIWC 2020",2026-08-28
radlovic-cabernet-sauvignon,Vinarija Radlović doo,Cabernet Sauvignon,biwc,2020,Red Wine Trophy,trofej,2017,red,"balkanswine.eu/competition/results-2020/, BIWC 2020",2026-08-28
temet-tri-morave-reserve-white,Temet,Tri Morave reserve white,biwc,2020,Orange Wine Trophy,trofej,2017,orange,"balkanswine.eu/competition/results-2020/, BIWC 2020",2026-08-28
